Year	TerrYr	Terr	n	Tract	Include	ContinuityNum
1990	009490	0094	2	Demo	TRUE	2
1990	014490	0144	6	Demo	NA	1
1990	002390	0023	2	Demo	TRUE	1
1990	002690	0026	4	Demo	TRUE	1
1990	007090	0070	6	Demo	TRUE	2
1990	002290	0022	2	Demo	TRUE	2
1990	013090	0130	3	Demo	TRUE	2
1990	011790	0117	6	Demo	TRUE	1
1990	007190	0071	6	Demo	TRUE	1
1990	006390	0063	8	Demo	TRUE	1
1990	000390	0003	5	Demo	TRUE	1
1990	007690	0076	2	Demo	TRUE	1
1990	010390	0103	3	Demo	TRUE	1
1990	012990	0129	6	Demo	TRUE	1
1990	008290	0082	2	Demo	TRUE	1
1990	014890	0148	5	Demo	TRUE	1
1990	008990	0089	4	Demo	TRUE	1
1990	003490	0034	4	Demo	TRUE	1
1990	020490	0204	2	Demo	TRUE	1
1990	011090	0110	3	Demo	TRUE	2
1990	014690	0146	4	Demo	TRUE	2
1990	014790	0147	2	Demo	TRUE	2
1990	018690	0186	2	Demo	TRUE	1
1990	005590	0055	2	Demo	TRUE	1
1990	014090	0140	6	Demo	TRUE	1
1990	003690	0036	7	Demo	TRUE	1
1990	006190	0061	4	Demo	TRUE	1
1990	002990	0029	2	Demo	TRUE	1
1990	003290	0032	6	Demo	TRUE	1
1990	007590	0075	5	Demo	TRUE	1
1990	002490	0024	4	Demo	TRUE	1
1990	009190	0091	5	Demo	TRUE	1
1990	001790	0017	2	Demo	TRUE	2
1990	007890	0078	6	Demo	TRUE	1
1990	012890	0128	4	Demo	TRUE	1
1990	009090	0090	4	Demo	TRUE	1
1990	020590	0205	2	Demo	TRUE	1
1990	004490	0044	3	Demo	TRUE	1
1990	003990	0039	3	Demo	TRUE	1
1990	008690	0086	2	Demo	TRUE	1
1990	001290	0012	4	Demo	TRUE	1
1990	004390	0043	3	Demo	TRUE	1
1990	000490	0004	2	Demo	TRUE	1
1990	008890	0088	6	Demo	TRUE	1
1990	011490	0114	7	Demo	TRUE	1
1990	009590	0095	3	Demo	TRUE	1
1990	005390	0053	5	Demo	TRUE	1
1990	007990	0079	3	Demo	NA	1
1990	004790	0047	6	Demo	TRUE	1
1990	012590	0125	5	Demo	TRUE	2
1990	000790	0007	3	Demo	TRUE	1
1991	014491	0144	6	Demo	TRUE	1
1991	008091	0080	5	Demo	TRUE	1
1991	002391	0023	5	Demo	TRUE	1
1991	007091	0070	2	Demo	TRUE	3
1991	002291	0022	4	Demo	TRUE	2
1991	007191	0071	5	Demo	TRUE	1
1991	005791	0057	2	Demo	TRUE	2
1991	006391	0063	10	Demo	TRUE	1
1991	000391	0003	4	Demo	TRUE	1
1991	007691	0076	8	Demo	TRUE	1
1991	010391	0103	5	Demo	TRUE	1
1991	008291	0082	5	Demo	TRUE	2
1991	014891	0148	3	Demo	TRUE	1
1991	008991	0089	6	Demo	TRUE	1
1991	003491	0034	6	Demo	TRUE	1
1991	020491	0204	5	Demo	TRUE	1
1991	011091	0110	4	Demo	TRUE	2
1991	014691	0146	6	Demo	TRUE	2
1991	006491	0064	2	Demo	NA	1
1991	014791	0147	5	Demo	TRUE	2
1991	018691	0186	2	Demo	TRUE	1
1991	005591	0055	4	Demo	TRUE	1
1991	003691	0036	7	Demo	TRUE	1
1991	006191	0061	3	Demo	TRUE	1
1991	003291	0032	2	Demo	TRUE	2
1991	007591	0075	6	Demo	TRUE	1
1991	002491	0024	4	Demo	TRUE	2
1991	009191	0091	6	Demo	TRUE	1
1991	001791	0017	6	Demo	TRUE	3
1991	007891	0078	10	Demo	TRUE	1
1991	020591	0205	3	Demo	TRUE	1
1991	004491	0044	7	Demo	TRUE	1
1991	003991	0039	3	Demo	TRUE	1
1991	008691	0086	3	Demo	TRUE	1
1991	001291	0012	5	Demo	TRUE	1
1991	018991	0189	2	Demo	NA	1
1991	004391	0043	5	Demo	TRUE	1
1991	000491	0004	4	Demo	TRUE	1
1991	008891	0088	7	Demo	TRUE	1
1991	011491	0114	6	Demo	TRUE	1
1991	014391	0143	2	Demo	TRUE	2
1991	009591	0095	3	Demo	TRUE	2
1991	005391	0053	8	Demo	TRUE	1
1991	004791	0047	3	Demo	NA	1
1991	012591	0125	5	Demo	TRUE	3
1991	003791	0037	6	Demo	TRUE	1
1991	000791	0007	5	Demo	TRUE	1
1991	002891	0028	6	Demo	TRUE	1
1992	008092	0080	3	Demo	TRUE	1
1992	002392	0023	5	Demo	TRUE	1
1992	007092	0070	2	Demo	TRUE	4
1992	002292	0022	2	Demo	NA	2
1992	005792	0057	5	Demo	TRUE	2
1992	006392	0063	4	Demo	TRUE	1
1992	013192	0131	2	Demo	NA	2
1992	000392	0003	5	Demo	TRUE	1
1992	022092	0220	6	Demo	TRUE	1
1992	007692	0076	2	Demo	TRUE	1
1992	010392	0103	5	Demo	TRUE	1
1992	008292	0082	1	Demo	TRUE	2
1992	014892	0148	6	Demo	TRUE	1
1992	003492	0034	6	Demo	TRUE	1
1992	020492	0204	3	Demo	TRUE	1
1992	011092	0110	2	Demo	TRUE	2
1992	006492	0064	9	Demo	NA	1
1992	007792	0077	2	Demo	TRUE	2
1992	014792	0147	3	Demo	TRUE	2
1992	018692	0186	2	Demo	TRUE	1
1992	005592	0055	5	Demo	TRUE	1
1992	003692	0036	6	Demo	TRUE	1
1992	006192	0061	3	Demo	TRUE	2
1992	003292	0032	2	Demo	TRUE	2
1992	007592	0075	8	Demo	TRUE	1
1992	002492	0024	2	Demo	TRUE	2
1992	009192	0091	2	Demo	NA	1
1992	007892	0078	3	Demo	TRUE	2
1992	020592	0205	2	Demo	TRUE	1
1992	004492	0044	6	Demo	TRUE	1
1992	005992	0059	5	Demo	NA	1
1992	003992	0039	3	Demo	TRUE	1
1992	008692	0086	2	Demo	TRUE	1
1992	001292	0012	5	Demo	TRUE	1
1992	004392	0043	6	Demo	TRUE	1
1992	000492	0004	3	Demo	TRUE	1
1992	011492	0114	8	Demo	TRUE	1
1992	014392	0143	2	Demo	TRUE	2
1992	009592	0095	2	Demo	TRUE	3
1992	005392	0053	7	Demo	TRUE	1
1992	004792	0047	6	Demo	TRUE	1
1992	003792	0037	3	Demo	TRUE	1
1992	000792	0007	5	Demo	TRUE	1
1992	002892	0028	3	Demo	TRUE	1
1993	008093	0080	3	Demo	TRUE	1
1993	002393	0023	6	Demo	TRUE	1
1993	007093	0070	4	Demo	TRUE	5
1993	013093	0130	3	Demo	TRUE	3
1993	008793	0087	2	Demo	TRUE	2
1993	007193	0071	4	Demo	TRUE	2
1993	005793	0057	6	Demo	TRUE	2
1993	006393	0063	1	Demo	NA	1
1993	000393	0003	5	Demo	TRUE	1
1993	022093	0220	3	Demo	TRUE	1
1993	007693	0076	5	Demo	TRUE	1
1993	015593	0155	4	Demo	TRUE	1
1993	010393	0103	5	Demo	TRUE	1
1993	014893	0148	5	Demo	TRUE	1
1993	003493	0034	7	Demo	TRUE	1
1993	020493	0204	8	Demo	TRUE	1
1993	011093	0110	2	Demo	TRUE	2
1993	006493	0064	6	Demo	TRUE	1
1993	008593	0085	5	Demo	TRUE	1
1993	007793	0077	4	Demo	TRUE	2
1993	014793	0147	6	Demo	TRUE	2
1993	018693	0186	6	Demo	TRUE	1
1993	003693	0036	3	Demo	TRUE	2
1993	006193	0061	3	Demo	TRUE	2
1993	003293	0032	2	Demo	TRUE	2
1993	007593	0075	5	Demo	TRUE	1
1993	002493	0024	4	Demo	TRUE	3
1993	026793	0267	4	Demo	TRUE	1
1993	007893	0078	3	Demo	TRUE	2
1993	020593	0205	6	Demo	TRUE	1
1993	004493	0044	13	Demo	TRUE	1
1993	005993	0059	3	Demo	TRUE	1
1993	003993	0039	7	Demo	TRUE	1
1993	008693	0086	5	Demo	TRUE	1
1993	001293	0012	7	Demo	TRUE	1
1993	004393	0043	5	Demo	TRUE	1
1993	000493	0004	3	Demo	TRUE	1
1993	011493	0114	8	Demo	TRUE	1
1993	014393	0143	6	Demo	TRUE	2
1993	009593	0095	6	Demo	TRUE	3
1993	005393	0053	7	Demo	TRUE	1
1993	007993	0079	3	Demo	TRUE	2
1993	003793	0037	7	Demo	TRUE	1
1993	000793	0007	4	Demo	TRUE	1
1993	002893	0028	5	Demo	TRUE	1
1994	008094	0080	5	Demo	FALSE	1
1994	002394	0023	6	Demo	TRUE	1
1994	002694	0026	5	Demo	TRUE	2
1994	007094	0070	9	Demo	TRUE	5
1994	008794	0087	1	Demo	NA	2
1994	007194	0071	7	Demo	TRUE	2
1994	005794	0057	6	Demo	TRUE	2
1994	000394	0003	3	Demo	TRUE	1
1994	022094	0220	6	Demo	TRUE	1
1994	006694	0066	7	Demo	TRUE	1
1994	007694	0076	2	Demo	TRUE	1
1994	015594	0155	4	Demo	TRUE	1
1994	010394	0103	7	Demo	TRUE	1
1994	014894	0148	7	Demo	TRUE	1
1994	003494	0034	9	Demo	TRUE	1
1994	020494	0204	9	Demo	TRUE	1
1994	044794	0447	2	Demo	TRUE	1
1994	011094	0110	2	Demo	TRUE	2
1994	006494	0064	2	Demo	NA	1
1994	007794	0077	5	Demo	TRUE	2
1994	014794	0147	4	Demo	TRUE	2
1994	018694	0186	5	Demo	TRUE	1
1994	005594	0055	5	Demo	TRUE	2
1994	003694	0036	6	Demo	TRUE	2
1994	006194	0061	5	Demo	TRUE	2
1994	003294	0032	4	Demo	TRUE	2
1994	007594	0075	6	Demo	TRUE	1
1994	007894	0078	5	Demo	TRUE	2
1994	020594	0205	6	Demo	TRUE	1
1994	004494	0044	7	Demo	TRUE	1
1994	005994	0059	6	Demo	TRUE	1
1994	003994	0039	6	Demo	TRUE	1
1994	008694	0086	5	Demo	TRUE	1
1994	026894	0268	3	Demo	TRUE	1
1994	001294	0012	5	Demo	TRUE	1
1994	004394	0043	2	Demo	TRUE	1
1994	000494	0004	4	Demo	TRUE	1
1994	011494	0114	8	Demo	TRUE	1
1994	014394	0143	7	Demo	TRUE	2
1994	027094	0270	5	Demo	TRUE	1
1994	009594	0095	8	Demo	TRUE	3
1994	005394	0053	3	Demo	TRUE	1
1994	007994	0079	3	Demo	TRUE	2
1994	003794	0037	12	Demo	TRUE	1
1994	000794	0007	7	Demo	TRUE	1
1994	002894	0028	2	Demo	TRUE	2
1995	001395	0013	3	Demo	TRUE	1
1995	008095	0080	5	Demo	FALSE	2
1995	002395	0023	6	Demo	TRUE	1
1995	002695	0026	5	Demo	TRUE	2
1995	007095	0070	7	Demo	TRUE	5
1995	007195	0071	2	Demo	TRUE	2
1995	005795	0057	2	Demo	TRUE	2
1995	000395	0003	5	Demo	TRUE	1
1995	044195	0441	2	Demo	TRUE	1
1995	022095	0220	4	Demo	TRUE	1
1995	006695	0066	2	Demo	TRUE	1
1995	007695	0076	5	Demo	TRUE	2
1995	015595	0155	2	Demo	TRUE	1
1995	010395	0103	6	Demo	TRUE	1
1995	008295	0082	2	Demo	TRUE	3
1995	011195	0111	2	Demo	TRUE	1
1995	014895	0148	3	Demo	TRUE	1
1995	003495	0034	3	Demo	TRUE	1
1995	020495	0204	7	Demo	TRUE	1
1995	011095	0110	2	Demo	TRUE	2
1995	008195	0081	2	Demo	TRUE	1
1995	008595	0085	2	Demo	TRUE	2
1995	007795	0077	2	Demo	TRUE	2
1995	014795	0147	4	Demo	TRUE	2
1995	018695	0186	3	Demo	TRUE	1
1995	006795	0067	3	Demo	TRUE	1
1995	003695	0036	4	Demo	TRUE	2
1995	006195	0061	2	Demo	TRUE	2
1995	002995	0029	2	Demo	TRUE	2
1995	012795	0127	2	Demo	NA	2
1995	003295	0032	3	Demo	TRUE	2
1995	007595	0075	5	Demo	TRUE	1
1995	001095	0010	2	Demo	TRUE	1
1995	006895	0068	2	Demo	TRUE	2
1995	011595	0115	5	Demo	TRUE	1
1995	007895	0078	6	Demo	TRUE	2
1995	045895	0458	3	Demo	TRUE	1
1995	020595	0205	6	Demo	TRUE	1
1995	004495	0044	8	Demo	TRUE	1
1995	005995	0059	6	Demo	TRUE	1
1995	003995	0039	4	Demo	TRUE	1
1995	011295	0112	3	Demo	TRUE	2
1995	008695	0086	4	Demo	TRUE	2
1995	001295	0012	3	Demo	TRUE	1
1995	004395	0043	3	Demo	TRUE	2
1995	000495	0004	6	Demo	TRUE	1
1995	011495	0114	6	Demo	TRUE	1
1995	014395	0143	4	Demo	TRUE	2
1995	027095	0270	4	Demo	TRUE	2
1995	009595	0095	5	Demo	TRUE	3
1995	047095	0470	6	Demo	NA	2
1995	007995	0079	5	Demo	TRUE	2
1995	003795	0037	4	Demo	TRUE	1
1995	000795	0007	6	Demo	TRUE	1
1995	002895	0028	5	Demo	TRUE	2
1996	001396	0013	4	Demo	TRUE	1
1996	008096	0080	7	Demo	TRUE	2
1996	002396	0023	3	Demo	TRUE	1
1996	002696	0026	8	Demo	TRUE	2
1996	007096	0070	4	Demo	TRUE	5
1996	043996	0439	3	Demo	TRUE	1
1996	008796	0087	2	Demo	TRUE	3
1996	007196	0071	5	Demo	TRUE	2
1996	005796	0057	5	Demo	TRUE	2
1996	006396	0063	5	Demo	TRUE	2
1996	000396	0003	7	Demo	TRUE	1
1996	022096	0220	7	Demo	TRUE	1
1996	006696	0066	3	Demo	TRUE	1
1996	007696	0076	7	Demo	TRUE	2
1996	015596	0155	3	Demo	TRUE	1
1996	010396	0103	8	Demo	TRUE	1
1996	008296	0082	5	Demo	TRUE	3
1996	011196	0111	5	Demo	TRUE	1
1996	014896	0148	5	Demo	TRUE	1
1996	003496	0034	5	Demo	TRUE	1
1996	011096	0110	2	Demo	TRUE	2
1996	027296	0272	5	Demo	TRUE	1
1996	008196	0081	2	Demo	TRUE	1
1996	008596	0085	4	Demo	TRUE	2
1996	007796	0077	5	Demo	TRUE	2
1996	014796	0147	6	Demo	TRUE	2
1996	015396	0153	2	Demo	TRUE	1
1996	018696	0186	6	Demo	TRUE	1
1996	045196	0451	2	Demo	TRUE	1
1996	006796	0067	5	Demo	TRUE	1
1996	003696	0036	7	Demo	TRUE	2
1996	006996	0069	5	Demo	TRUE	2
1996	006196	0061	5	Demo	TRUE	2
1996	002996	0029	5	Demo	TRUE	2
1996	012796	0127	2	Demo	NA	2
1996	003296	0032	8	Demo	TRUE	2
1996	007596	0075	4	Demo	TRUE	1
1996	001096	0010	6	Demo	TRUE	1
1996	006896	0068	6	Demo	TRUE	2
1996	009196	0091	2	Demo	NA	2
1996	011596	0115	6	Demo	TRUE	1
1996	007496	0074	2	Demo	TRUE	1
1996	007896	0078	6	Demo	TRUE	2
1996	045896	0458	2	Demo	TRUE	1
1996	020596	0205	2	Demo	TRUE	1
1996	004496	0044	9	Demo	TRUE	1
1996	005996	0059	7	Demo	TRUE	1
1996	003996	0039	6	Demo	TRUE	1
1996	011296	0112	3	Demo	TRUE	2
1996	008696	0086	3	Demo	TRUE	2
1996	001296	0012	5	Demo	TRUE	1
1996	004396	0043	5	Demo	TRUE	2
1996	000496	0004	6	Demo	TRUE	1
1996	011496	0114	4	Demo	TRUE	1
1996	014396	0143	5	Demo	TRUE	2
1996	027096	0270	2	Demo	TRUE	2
1996	007996	0079	6	Demo	TRUE	2
1996	001896	0018	2	Demo	TRUE	1
1996	003796	0037	6	Demo	TRUE	1
1996	000796	0007	4	Demo	TRUE	1
1996	002896	0028	7	Demo	TRUE	2
1997	001397	0013	7	Demo	TRUE	1
1997	008097	0080	7	Demo	TRUE	2
1997	002697	0026	8	Demo	TRUE	2
1997	007097	0070	8	Demo	TRUE	5
1997	043997	0439	3	Demo	TRUE	1
1997	007197	0071	7	Demo	TRUE	2
1997	005797	0057	4	Demo	TRUE	2
1997	006397	0063	4	Demo	TRUE	2
1997	000397	0003	6	Demo	TRUE	1
1997	022097	0220	5	Demo	TRUE	1
1997	006697	0066	3	Demo	TRUE	1
